"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AIRI","Air Industries Group","1.0501","29133834.7367","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/airi",
"ALG","Alamo Group, Inc.","85.79","1006769156.46","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/alg",
"AMOT","Allied Motion Technologies, Inc.","42.01","398102807.82","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","48.74","6318567817.6","n/a","2012","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alsn",
"AIMC","Altra Industrial Motion Corp.","30.04","1935798507.84","n/a","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",
"AXL","American Axle & Manufacturing Holdings, Inc.","14.92","1666587886.92","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/axl",
"AOBC","American Outdoor Brands Corporation","12.05","657206108.3","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aobc",
"AP","Ampco-Pittsburgh Corporation","3.75","46855672.5","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","88","26516788144","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aph",
"APOG","Apogee Enterprises, Inc.","34.35","933488730","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",
"APTV","Aptiv PLC","78.02","20556108143.82","n/a","2011","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/aptv",
"ARCW","ARC Group Worldwide, Inc.","1.02","23816467.56","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",
"ARNC","Arconic Inc.","18.5","8939983845","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arnc",
"ACA","Arcosa, Inc.","29","1414203212","n/a","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aca",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","1.89","7951502.16","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",
"ASTE","Astec Industries, Inc.","36.65","835529547.8","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","30.51","985983462.81","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","4.78","19575892.5","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/astc",
"ASV","ASV Holdings, Inc.","2.95","29014760.4","n/a","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/asv",
"ALV","Autoliv, Inc.","78.52","6842458309.44","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alv",
"AVX","AVX Corporation","17.74","2994426812.52","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/avx",
"AAXN","Axon Enterprise, Inc.","50.65","2978768134.3","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aaxn",
"BW","Babcock","0.5684","95905863.1468","n/a","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",
"BMI","Badger Meter, Inc.","53","1542988046","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",
"B","Barnes Group, Inc.","59.42","3048656889.3","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/b",
"BZH","Beazer Homes USA, Inc.","12.9","425086192.2","n/a","1994","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/bzh",
"BELFA","Bel Fuse Inc.","20.1447","246717459.1008","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","22.69","277890420.16","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/belfb",
"BNGO","Bionano Genomics, Inc.","4.03","40431728.61","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bngo",
"BNGOW","Bionano Genomics, Inc.","1.45","0","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bngow",
"BIO","Bio-Rad Laboratories, Inc.","251.12","7524108668.48","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bio",
"BLBD","Blue Bird Corporation","19.65","518511624","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/blbd",
"BXC","BlueLinx Holdings Inc.","30.02","278999695.88","n/a","2004","Capital Goods","Wholesale Distributors","https://www.nasdaq.com/symbol/bxc",
"BA","Boeing Company (The)","387.43","219827407355.19","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/ba",
"BNSO","Bonso Electronics International, Inc.","2.43","11450889","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BWA","BorgWarner Inc.","41.21","8582918626.36","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/bwa",
"BWEN","Broadwind Energy, Inc.","1.56","24362002.08","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bwen",
"DOOO","BRP Inc.","29","1247966309","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/dooo",
"BRKR","Bruker Corporation","35","5479875555","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/brkr",
"CSTE","Caesarstone Ltd.","15.46","531030283.6","n/a","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"CAMT","Camtek Ltd.","7.38","268881849.9","n/a","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/camt",
"CRR","Carbo Ceramics, Inc.","4.1","113668072","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/crr",
"CAT","Caterpillar, Inc.","130.91","77250869537.01","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cat",
"CECE","CECO Environmental Corp.","6.94","242556213.22","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/cece",
"CPAC","Cementos Pacasmayo S.A.A.","9.9","839258640","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","5.34","8067263463.3","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cx",
"CETX","Cemtrex Inc.","0.7118","9486272.488","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","2.455","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.02","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxw",
"CCS","Century Communities, Inc.","23.57","725956000","n/a","2014","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/ccs",
"KOOL","Cesca Therapeutics Inc.","0.3581","7752559.5407","n/a","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kool",
"GTLS","Chart Industries, Inc.","75.11","2343737021.71","n/a","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gtls",
"CAAS","China Automotive Systems, Inc.","2.81","88919651.24","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"CCCL","China Ceramics Co., Ltd.","1.85","10461402.2","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"CXDC","China XD Plastics Company Limited","2.67","134698405.47","n/a","n/a","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/cxdc",
"CIR","CIRCOR International, Inc.","28.52","565937561.16","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/cir",
"CLIR","ClearSign Combustion Corporation","1.22","32526395.6","n/a","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CNHI","CNH Industrial N.V.","9.97","13497552837.98","n/a","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cnhi",
"CODA","Coda Octopus Group, Inc.","5.92","61659262.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CGNX","Cognex Corporation","46.03","7925960337.61","n/a","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"COHR","Coherent, Inc.","121.89","2965167933.21","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
"COHU","Cohu, Inc.","17.68","719583920.64","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","24.86","2915461894.62","n/a","2008","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","115.85","0","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfxa",
"CMCO","Columbus McKinnon Corporation","34.92","815238199.44","n/a","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cmco",
"FIX","Comfort Systems USA, Inc.","47.28","1756443584.16","n/a","1997","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/fix",
"CVGI","Commercial Vehicle Group, Inc.","7.41","228934662.06","n/a","2004","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cvgi",
"CIX","CompX International Inc.","14.26","177331042.82","n/a","1998","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cix",
"CHCI","Comstock Holding Companies, Inc.","2.1601","8290880.6993","n/a","2004","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/chci",
"CBPX","Continental Building Products, Inc.","26.48","975574438.8","n/a","2014","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cbpx",
"CUO","Continental Materials Corporation","19","32259245","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cuo",
"CTRL","Control4 Corporation","20.08","536300696.16","n/a","2013","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ctrl",
"CPS","Cooper-Standard Holdings Inc.","77.2","1372204446.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cps",
"CVU","CPI Aerostructures, Inc.","6.97","81742654.48","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/cvu",
"CPSH","CPS Technologies Corp.","1.43","18880913.48","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cpsh",
"CR","Crane Co.","82.62","4911680924.1","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/cr",
"CRH","CRH PLC","29.21","23757639521.71","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/crh",
"CUB","Cubic Corporation","63.97","1991577434.27","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cub",
"CYBE","CyberOptics Corporation","21.03","148854335.7","n/a","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",
"DHI","D.R. Horton, Inc.","37.99","14186344328.8","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/dhi",
"DAN","Dana Incorporated","17.91","2590910640.54","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","109.3","76673950000","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dhr",
"DAIO","Data I/O Corporation","5.93","50051732.11","n/a","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",
"DE","Deere & Company","163.88","52422039938.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/de",
"DLPH","Delphi Technologies PLC","18.34","1622942601.42","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dlph",
"BOOM","DMC Global Inc.","35.05","522193932.15","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DCI","Donaldson Company, Inc.","47.31","6050542323.24","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/dci",
"DORM","Dorman Products, Inc.","85.7","2832067138.7","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"PLOW","Douglas Dynamics, Inc.","35.13","797485813.83","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/plow",
"DPW","DPW Holdings, Inc.","0.102","7645733.544","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dpw",
"DCO","Ducommun Incorporated","39.44","450021324.88","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/dco",
"DXPE","DXP Enterprises, Inc.","32.17","565235006.84","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",
"DYSL","Dynasil Corporation of America","1.05","18303075","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",
"EXP","Eagle Materials Inc","73.24","3361612804.84","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/exp",
"EML","Eastern Company (The)","27.26","170581848.88","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eml",
"EKSO","Ekso Bionics Holdings, Inc.","1.89","118393863.84","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ekso",
"ESLT","Elbit Systems Ltd.","124.28","5313365458.96","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/eslt",
"SOLO","Electrameccanica Vehicles Corp. Ltd.","1.3085","42264998.8155","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/solo",
"SOLOW","Electrameccanica Vehicles Corp. Ltd.","0.38","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/solow",
"ELSE","Electro-Sensors, Inc.","3.569","12118614.449","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/else",
"ERJ","Embraer S.A.","20.97","3845516618.61","n/a","2000","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","64.77","3728170203.03","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/eme",
"WIRE","Encore Wire Corporation","53.81","1123506953.88","n/a","1992","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/wire",
"ESP","Espey Mfg. & Electronics Corp.","25.9476","62178830.6748","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esp",
"ESL","Esterline Technologies Corporation","121.7","3607286820.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esl",
"EXFO","EXFO Inc","3.32","78548022.76","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/exfo",
"EYPT","EyePoint Pharmaceuticals, Inc.","2.26","214651873.3","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/eypt",
"FARO","FARO Technologies, Inc.","43.02","742222038.06","n/a","1997","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/faro",
"FSS","Federal Signal Corporation","21.62","1302441120.4","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/fss",
"RACE","Ferrari N.V.","127.13","31164516239.06","n/a","2015","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/race",
"GSM","Ferroglobe PLC","2.23","383508110.13","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gsm",
"FCAU","Fiat Chrysler Automobiles N.V.","17.16","33626038102.8","n/a","2014","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/fcau",
"FLIR","FLIR Systems, Inc.","48.62","6726481996.52","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flir",
"FLS","Flowserve Corporation","43.96","5752471829.72","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/fls",
"FLDM","Fluidigm Corporation","8.78","427543048.24","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/fldm",
"F","Ford Motor Company","8.72","34687317517.2","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/f",
"FRTA","Forterra, Inc.","5.02","322312132.08","n/a","2016","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/frta",
"FTV","Fortive Corporation","74.33","24823463323.29","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ftv",
"RAIL","Freightcar America, Inc.","7.29","90845413.92","n/a","2005","Capital Goods","Railroads","https://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","12.91","112700194.62","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/feim",
"FRD","Friedman Industries Inc.","7.82","54813852.08","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/frd",
"FTEK","Fuel Tech, Inc.","1.23","29729819.55","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ftek",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","2.27","7413449.99","n/a","2006","Capital Goods","Specialty Chemicals","https://www.nasdaq.com/symbol/ffhl",
"GRMN","Garmin Ltd.","69.34","13092045044.12","n/a","2000","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/grmn",
"GTX","Garrett Motion Inc.","16.16","1196114122.08","n/a","2018","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/gtx",
"GENC","Gencor Industries Inc.","13.25","192670820.5","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/genc",
"GD","General Dynamics Corporation","169.03","50058193087.65","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/gd",
"GM","General Motors Company","38.78","54734232887.74","n/a","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/gm",
"GNTX","Gentex Corporation","21","5504455971","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","42.69","1489391217.63","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/thrm",
"GPC","Genuine Parts Company","100.88","14805075460.24","n/a","n/a","Capital Goods","Automotive Aftermarket","https://www.nasdaq.com/symbol/gpc",
"GEOS","Geospace Technologies Corporation","15.11","205991472.01","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/geos",
"GGB","Gerdau S.A.","4.31","7336204474.79","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/ggb",
"ROCK","Gibraltar Industries, Inc.","36.53","1171327472.77","n/a","1993","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/rock",
"BRSS","Global Brass and Copper Holdings, Inc.","30.71","681743113.35","n/a","2013","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/brss",
"GRC","Gorman-Rupp Company (The)","34.42","898948688.9","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/grc",
"GGG","Graco Inc.","43.11","7175099070","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/ggg",
"GRBK","Green Brick Partners, Inc.","8.47","429597417.48","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/grbk",
"GBX","Greenbrier Companies, Inc. (The)","42.86","1386530086.32","n/a","1994","Capital Goods","Railroads","https://www.nasdaq.com/symbol/gbx",
"GFF","Griffon Corporation","16.2","749458089","n/a","n/a","Capital Goods","Building Products","https://www.nasdaq.com/symbol/gff",
"GIFI","Gulf Island Fabrication, Inc.","9.33","140726451.93","n/a","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gifi",
"HRS","Harris Corporation","153.77","18464082060.67","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hrs",
"HSC","Harsco Corporation","21.3","1710671990.7","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hsc",
"HBIO","Harvard Bioscience, Inc.","3.6","134258104.8","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HAYN","Haynes International, Inc.","36.86","461394755.12","n/a","2007","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/hayn",
"HCHC","HC2 Holdings, Inc.","3.51","157160025.36","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hchc",
"HEBT","Hebron Technology Co., Ltd.","0.9611","15636690.4547","n/a","2016","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hebt",
"HEI","Heico Corporation","84.67","11255247533.87","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/hei",
"HIHO","Highway Holdings Limited","2.9","11025434.6","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HMC","Honda Motor Company, Ltd.","29.13","51276822139.83","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","144.71","107186697000","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hon",
"HZN","Horizon Global Corporation","2.16","54242436.24","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hzn",
"HOV","Hovnanian Enterprises Inc","0.6921","102697826.7141","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hov",
"HOVNP","Hovnanian Enterprises Inc","2.47","12350000","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HTGM","HTG Molecular Diagnostics, Inc.","2.21","62975607.5","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HUBB","Hubbell Inc","110.23","6030323729.74","n/a","2015","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/hubb",
"HII","Huntington Ingalls Industries, Inc.","206.37","8864477240.04","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/hii",
"HURC","Hurco Companies, Inc.","38.29","260855487.83","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HY","Hyster-Yale Materials Handling, Inc.","69.89","1157428860.58","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/hy",
"IEP","Icahn Enterprises L.P.","67.74","12643675945.02","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"IEX","IDEX Corporation","138.07","10591310626.19","n/a","1989","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/iex",
"IESC","IES Holdings, Inc.","16.67","353496285.12","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IIVI","II-VI Incorporated","37.71","2388097258.47","n/a","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"ILMN","Illumina, Inc.","282.86","41580420000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","5.1001","26897279.6873","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"PI","Impinj, Inc.","15.21","326626643.07","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IR","Ingersoll-Rand plc (Ireland)","101.08","24830937489.96","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ir",
"IIIN","Insteel Industries, Inc.","21.59","415024937.03","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"INTT","inTest Corporation","6.83","71646413.14","n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"IIN","IntriCon Corporation","26.34","227602017.18","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/iin",
"ITRI","Itron, Inc.","55.06","2170263405.1","n/a","1993","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/itri",
"ITT","ITT Inc.","52.83","4627908000","n/a","2011","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/itt",
